,job_id,job_title,company,descriptions,location,category,subcategory,type,salary
228,72866445,IT Engineer,IPENET Solutions Sdn Bhd,"Provide 1st level technical support and functional assistance for end user's PC/Laptop and handheld devices.
Format, setup, configure, image PC/Laptop and handheld devices
Install and setup computer peripherals for end users
Computer hardware/software troubleshooting
Basic troubleshooting and support for servers, storage, networking and firewall devices
Coordinate with end users and vendors in IT system support and troubleshooting
Able to provide 2nd/3rd level technical support is an added advantage
Able to work on flexible shifts including night shifts
Willing to travel to sites for work.
Fresh graduates are encouraged to apply
Possess Diploma/Degree in Computer Science/IT
Strong knowledge in Microsoft Windows, PC software and hardware troubleshooting
Basic knowledge in IT infra - network, server
What's your expected monthly basic salary?
How many years' experience do you have as an Information Technology Engineer?
Which of the following languages are you fluent in?",Penang,Information & Communication Technology,Help Desk & IT Support,Contract/Temp,"RM 2,500 – RM 3,500 per month"
229,72868134,IT Engineer,RIGOL TECHNOLOGIES (MALAYSIA) SDN. BHD.,"Which of the following languages are you fluent in?
How much notice are you required to give your current employer?
How many years' experience do you have as a Helpdesk Engineer?",Penang Island,Information & Communication Technology,Help Desk & IT Support,Full time,"RM 6,000 – RM 9,000 per month"
230,72862100,Assistant Manager - Solution Architect - ICT Network & Communication,Scicom (MSC) Berhad,"Manage all the major security incidents to ensure appropriate actions are being taken and communication is maintained throughout the incident. 
Develop and implement a service improvement roadmap as part of an ongoing program.
Plan, implement and monitor day to day operations to ensure established objectives and responsibilities are met or exceeded.
Responsible for protecting the organization’s computers, networks, and data against threats, such as security breaches, computer viruses or attacks by cyber criminals. 
Manage and configure security devices, including firewall, proxy systems, IPS/IDS, and other security devices. 
Roll out new project requirements, new implementation, and troubleshooting. 
Bachelor’s degree in computer science or Information security systems from an accredited college or university.
Network Security and management qualifications such as Firewall (Checkpoint, Cisco, Fortigate, Palo Alto), Proxy (Bluecoat,WSA), VPN(Pulse Secure), Information Security, Identity Management.
5+ years work experience in IT Network Security field.
Certifications is highly desired in Checkpoint, Fortigate, Cisco.
Experience deploying, operating and maintaining Enterprise IT Network Security and controls.
Experience working with firewalls, proxy systems, logging, IPS/IDS and other security devices.
Foreign nationals are welcome to apply.
Structured Career Progression
Training and Development opportunities
Performance related bonus on an half yearly basis for confirmed staff
15 days Annual Leave
14 days Medical Leave
Medical and hospitalization insurance coverage",Kuala Lumpur,Information & Communication Technology,Engineering - Network,Full time,"RM 6,500 – RM 7,000 per month"
231,72697817,IT Field Support Engineer (Metacloud),Sunway Berhad,"Provide level 2 users support (onsite support by attending to end user) on the following:
Troubleshooting network operating system, software and hardware
Being familiar with network operating system, software and hardware
Work within a ticketing system and create documentation for new processes
Training staff to maximize the potential of existing technology
Taking new users through the orientation process
Providing individual support and training upon request
Providing recommendations about support and information access
Maintaining an updated inventory of software, hardware and resources
Demonstrated aptitude for continuous learning and innovative thinking
Able to work independently and in a team environment
Strong written, oral and interpersonal skills with a demonstrated ability to communicate with outside vendors and internal staff.
Performing any other IT related duties assigned.
Performing after hour on-call work when necessary.
Support remote users problem from other locations where necessary.
Ensure log tickets on any users request attended and close the ticket upon issue resolved.
Prepare a resolution after each log tickets has been done.
Documenting case studies and relevant IT processes and procedures, and adding to the knowledge base of the organization.
Perform  any  other  related  duties  as  and  when  directed  by  superior.
Troubleshooting network operating system, software and hardware
Being familiar with network operating system, software and hardware
Work within a ticketing system and create documentation for new processes
Training staff to maximize the potential of existing technology
Taking new users through the orientation process
Providing individual support and training upon request
Providing recommendations about support and information access
Maintaining an updated inventory of software, hardware and resources
Demonstrated aptitude for continuous learning and innovative thinking
Able to work independently and in a team environment
Strong written, oral and interpersonal skills with a demonstrated ability to communicate with outside vendors and internal staff.
Candidate should possess a Diploma / Advanced Diploma, Bachelor Degree or equivalent in Computer Science / Information Technology.
Preferably at least 2 year of related working experience.
Good communication skills in English, Malay language for both spoken and written.
One year contract role subject to renewal based on performance.
 
What's your expected monthly basic salary?
How many years' experience do you have as a Field Support Engineer?
Do you have customer service experience?
How many years' experience do you have in an application support function?",Petaling,Information & Communication Technology,Help Desk & IT Support,Contract/Temp,
232,72788096,IT Operation Engineer (Network & Security Operation Center),Simply Data Sdn Bhd,"Provide Level 1 investigations into security alerts.
Provide Level 1 investigations into network alerts.
Provide network administration and support.
Create report as requested by customer.
Coordinate with Field Engineer when applicable, ensuring all necessary details are included for Field Engineer to perform the required task.
Point of contact for customer support cases.
On rare cases, assist Field Engineer for onsite troubleshooting.
Create monthly reports for customer.
Conduct security best practice analysis on configuration with supervision from seniors or manager.
Travelling allowances will be provided (parking, toll, and petrol).
No experience required. However, candidates with at least 1 year of working experience in the related fields will have an advantage.
Possess good interpersonal and communication skills.
Independent and able to work with all levels of personnel.
Basic knowledge about networking devices (switch, routers, firewalls).
Basic knowledge about Linux.
Having certifications such as CCNA, CompTIA Network+ or CompTIA Security+ will be added advantage.
Which of the following languages are you fluent in?
What's your expected monthly basic salary?",Petaling,Information & Communication Technology,Networks & Systems Administration,Full time,"RM 2,500 – RM 3,000 per month"
233,72867951,IT Executive - Penang,J&T EXPRESS (MALAYSIA) SDN. BHD.,"Identifying hardware requirements based on the organization's needs.
Installing and setting up computer systems, servers, and networking devices.
Performing routine maintenance tasks to keep hardware in optimal condition.
Diagnosing and resolving hardware issues and faults and replacing or upgrading hardware components as needed.
Ensuring data backups are regularly performed and securely stored.
Keeping detailed records of hardware configurations, maintenance activities, and upgrades.
Ensuring that all hardware and related activities comply with industry standards and regulations.
Providing technical support to end-users for hardware-related issues.
Monitoring the performance of hardware systems and making recommendations for improvements.
Maintaining an inventory of all hardware assets, including serial numbers and specifications.
Any ad-hoc task assigned by the management.
Candidate must possess at least a Diploma in Computer Science/Information Technology, Engineering (Computer/Telecommunication) or equivalent.
At least 2 years of experience in networking and communication hardware, software and infrastructure.
Experience in Windows 10 Pro, Mac OS, Printer, Cloning & Backup.
Familiar with Windows Server 2012R2 or above, EXSI.
Experience in Windows Environments, Networking, Exchange Servers, MS Operating Systems, Active Directory etc
What's your expected monthly basic salary?
How many years' experience do you have as an Information Technology Executive?
How would you rate your Mandarin language skills?
How much notice are you required to give your current employer?",Seberang Perai,Information & Communication Technology,Management,Full time,"RM 3,000 – RM 4,500 per month"
234,72908391,System Engineer (AV),IPENET Solutions Sdn Bhd,"Provide onsite technical support and troubleshooting for a wide range of workspace technologies, including audiovisual equipment (projectors, displays, sound systems), and video conferencing solutions.
Conduct regular inspections and maintenance of audiovisual equipment and video conferencing systems to ensure optimal performance and minimize downtime.
Assist customers with setting up and utilizing video conferencing solutions, including audio and video configurations, screen sharing, and troubleshooting connection issues.
Collaborate with cross-functional teams to resolve complex technical issues related to audiovisual equipment and video conferencing systems, ensuring seamless virtual meetings and presentations.
Respond promptly to customer inquiries, identify issues, and provide effective solutions while maintaining a high level of professionalism and customer satisfaction.
Document all support activities, including resolutions and troubleshooting steps, accurately and thoroughly.
Proven experience in a similar role, such as IT Support Technician, Technical Support Engineer, or Desktop Support Engineer, with a strong focus on audiovisual equipment and video conferencing support.
Knowledge of workspace technologies, including operating systems (Windows, macOS), hardware components, networking, software applications, and audiovisual equipment (projectors, displays, sound systems).
At least two years of relevant full-time work experience.
Familiarity with video conferencing platforms, such as Zoom, Microsoft Teams, or Cisco Webex, including setup, configuration, and troubleshooting.
Exceptional problem-solving and analytical skills, with the ability to think creatively and adapt to evolving technology landscapes.
Excellent communication skills, both verbal and written, with the ability to explain technical concepts to non-technical users.
Strong customer service orientation and a passion for delivering outstanding support experiences.
Ability to work independently, manage priorities effectively, and meet deadlines in a fast-paced environment.
Valid driver's license.
What's your expected monthly basic salary?
How many years' experience do you have as a systems engineer?
Do you have technical support experience?",Penang,Information & Communication Technology,Networks & Systems Administration,Full time,"RM 3,000 – RM 4,000 per month"
235,72881691,Technical Support Engineer (Data Center),CDNetworks (M) Sdn Bhd,"Layer 1 activities, providing connectivity and supporting.
Performing general system administration duties including OS patching and upgrades, batch job monitoring, system and hardware diagnostics, and other activities to ensure optimal health and performance of all systems as required.
System Administration of customer environments both physical and virtual for managed and dedicated hosting clients.
Assisting senior level staff to configure customer requirements.
Escalating critical incidents to senior level staff for resolution.
Physical deployment of network devices, servers, cables, etc.
Ensures proper cable management of all connections.
Assembling server hardware for deployment and OS installation.
Maintains detailed written records of all work activity.
Reads/Creates installation plans (Spreadsheet/Visio Drawing) and implements installation accordingly.
Open to Malaysian only.
Must be reliable and have schedule flexibility with ability to work non-standard business hours.
Ability to work weekends and/or holidays on rotational basis to accommodate business needs.
Able to lift heavy equipment/items up to 50 pounds.
Highly responsible, self-motivated, and able to thrive in an energetic, fast paced, high growth, entrepreneurial environment.
Strong team player who can build strong relationships at all levels of the organization.
AA or BS in Computer Science or related field.
Experience administering Windows Servers (2k3 – 2k12) AND Linux (RHEL / CentOS) systems and networks.
Experience with Linux AND Windows server OS and applications.
Experience troubleshooting OS and Hardware issues.
Experience supporting existing infrastructure.
Experience resolving client requests in a timely manner.
Strong troubleshooting skills.
Rewards and Recognition 
Wellness Program
Medical Insurance (Outpatient and Inpatient) etc.
How would you rate your Mandarin language skills?
Are you willing to travel for this role when required?",Kuala Lumpur,Information & Communication Technology,Networks & Systems Administration,Full time,"RM 3,000 – RM 4,500 per month"
236,72933619,Operation Support Engineer,SNSOFT SDN. BHD.,"13th Months Salary (upon Company Declaration)
Project Incentive (upon Company Declaration based on project performance)
Transport, Meal, Birthday Allowances (upon Confirmation)
Sports (Badminton & Basketball)
Team Building activities
Training and certification sponsored by company (Selected employees).
Rewards and recognition: Long Service Award / Best Performer Award / Role Model Awards etc
Monitor information from Gmail, Telegram, Gtalk and Skype.
Operate project update in web interface.
Create a new project in the web interface.
Process white list requested by Business Department.
Monitor and renew SSL certificate.
Handling unresponsive websites.
Update projects’ GeoIP Database.
Monitor Zabbix, Grafana, CS monitoring system and contact relevant personnel for any issue that arises.
Coordinate the issues with 3rd party providers and provide logs from the servers.
Responsible in servers & domains monthly renewal.
Responsible in Domain management - add of DNS records, change nameserver, repoint of domains
监控Gmail、Telegram、Gtalk、Skype群组信息
在web界面操作项目更新
在web界面创建新项目
处理业务部门的白名单请求
处理ssl证书报警
处理http报警：无响应的网站
每周更新所有项目的GeoIP库
监控Zabbix、Grafana、CS监控系统，联系相关人员处理
协调第三方供应商的问题并提供服务器日志
负责服务器和域名每月续费
管理域名系统（DNS）记录、更改名称服务器和重新指向域名的责任通常由IT团队或系统管理员负责
Bachelor’s degree in IT or any related field ( Fresh graduates are welcome )
Strong analytical and troubleshooting skills
Basic knowledge in Linux administration
Able to perform troubleshooting and administrative tasks with minimal supervision.
Possess knowledge in monitoring system like Zabbix (Preferred to have but not compulsory)
Possess knowledge of Bash Scripting (Preferred to have but not compulsory)
Willingness to work in shift.
Required language(s): English, Mandarin (as the role requires candidate to deal with Mandarin speaking clients.)
Which of the following statements best describes your right to work in Malaysia?
What's your expected monthly basic salary?
How many years' experience do you have as an Operations Support Role?
Which of the following Linux distributions are you familiar with?",Kuala Lumpur,Information & Communication Technology,Networks & Systems Administration,Full time,"RM 3,650 – RM 5,000 per month"
237,72809428,IT Infrastructure and Network Specialist,China Communications Construction (ECRL) Sdn. Bhd.,"Manage and maintain company servers, ensuring they run smoothly.
Take care of office network and security, keeping it safe and functional.
Back up data and ensure assets are tracked accurately.
Create and update system documentation.
Maintain and support the video conference system.
Bachelor's Degree in Computer Science or a related filed.
Knowledge of server installation, configuration and maintenance.
Familiarity with network security and best practices.
Strong troubleshooting and problem-solving skills.
How many years' experience do you have as a Network Specialist?
What's your expected monthly basic salary?",Kuala Lumpur,Information & Communication Technology,Networks & Systems Administration,Contract/Temp,
238,72935784,IT Executive,Elitetrax Marketing Sdn Bhd (Harvey Norman),"Maintain, install and configure IT systems such as computers, LAN, WAN, servers, printers and corporate applications.
Upkeep of desktop operating systems, laptops. This includes operating system patches, settings and common applications.
Participates in technical research and development to enable continuing innovation within the infrastructure.
Troubleshoot and configure corporate business applications guidance users in the use of personal computers and applications.
Monitor,configure and support server hardware and operating system.
Address jobs in the incident queue in a timely manner.
Maintain the corporate SAP (User maintenance) back end support.
Maintain P.O.S system/hardware for outlet stores.
Working for effective provisioning, installation/configuration, operation, and maintenance of systems hardware and software and related infrastructure.
Provide technical support for outlets stores.
Liaison on Desktop/Laptop PC, LAN, WAN and other tools for outlets.
Diploma in Computer Science/IT or equivalent.
2-3 years relevant experience.
Have experience with IT systems, networks and related technologies.
Able to travel to outlets/projects for on-site support and stand-by duties after office hours/weekend when necessary.
Able to work in a team.
Do you have technical support experience?
How many years' experience do you have as an Information Technology Executive?",Selangor,Information & Communication Technology,Management,Full time,"RM 3,300 – RM 4,900 per month"
239,72883672,"Lead, Infrastructure / IT Infrastructure Manager",Tranglo Sdn Bhd,"Work with our Developer and Product teams to ensure our current and future business is supported adequate by the infrastructure. 
Manage IT operations budget for all hardware, software, and IT infrastructure requirements. 
Support the entire IT enterprise requirements, including corporate headquarters, data centers and global remote sales offices. 
Research, evaluate, and assist in the implementation of a multi locations server infrastructure (on-site and data center) using virtualized systems. 
Responsible to migrate legacy core systems, containers, databases, and OS into cloud-native micro-service architecture 
Enhance, implement, and monitor policy and strategy for IT usage, IT security, data storage, IT devices, IT disaster recovery and user access management 
Suggest and propose enhancements and upgrade path. 
Ensure the security and compliance of IT systems and data. Implement and enforce policies and procedures to safeguard against cybersecurity threats. 
Collaborate with vendors, negotiate contracts, and manage relationships to ensure the effectiveness and efficiency of IT services. 
Business continuity plan (BCP)and Disaster recovery (DR) planning and implementation. 
Required language(s): English, Bahasa Malaysia 
At least 8 Year(s) of working experience in the related field is required for this position. 
Preferably Manager specialized in IT/Computer - Network/System/Database Admin or equivalent. 
Hands on experience in Microsoft Active Directory, Failover Cluster, Windows Server OS and Linux OS and database systems (MS-SQL) and mid-large scale cloud computing 
Good to have exposure to establishing security strategy and data asset protection. 
Proficient in networking knowledge such as switching, routing, firewalls, IP, DNS, NAT, VPN, Load Balancer 
Good communication skills
Manage 7x24 operational support program 
Experience with PKI & certificates with Active Directory Certificate Services (ADCS) 
Strong knowledge and experience with various storage technologies such as SANS, NAS, Storage Space Direct 
Experience with Hyperconverged infrastructure (HCI) is an asset. 
Familiarity with financial industry regulations and standards is a plus.
Company Work Laptop
Monthly Enrichment Allowance: Encourages growth mindset whereby Tranglo wants you to learn something new and it doesn't have to be work related eg. language course, hobbies workshop, lessons, coaching, gym
Monthly or 2 months once department team bonding
Company Transport Subsidy
Flexible/Hybrid working arrangement
Annual Dinner
13th month bonus as a loyalty bonus for staff who been with Tranglo for more than 2 years.
What's your expected monthly basic salary?
How many years' experience do you have as an Information Technology Infrastructure Manager?
How much notice are you required to give your current employer?",Bangsar South,Information & Communication Technology,Management,Full time,"RM 10,000 – RM 15,000 per month"
240,72869869,Technical Support Specialist,Cohu Malaysia Sdn Bhd,"To understand client(s) process’ requirements and equipment’s’ interface.
To work on issue(s) and root cause(s) analysis for assigned QI(s).
To close loop with functional group for issue solution.
To routinely review with assigned Key/Focus account customer(s) and follow up on technical subjects (new request + issues).
To extract and maintain necessary technical information by customer, that is suitable for customer process and helpful for equipment manufacturing.
To participate into the product beta site evaluation to follow and feedback actual evaluation result onsite.
To handle and follow up on escalating issues or tasks forces.
To participate and follow handler’s evaluation to reach project’s success and pro-vide weekly updates to top management.
To participate with the team for trouble shooting complex issues, mostly multi-disciplinary issues.
To trigger Engineering Change Request for product improvement on performance and quality.
To be responsible for the items defined in personal contract.
Support other Key/Focus account(s) customers when required.
To evaluate new handler’s layout, train customer and follow up on-site platform’s installation for new Cohu THG customer(s).
To issue Customer’s/Technical Bulletin for specific corrective actions or 1 to 1 product update.
To follow thoroughly, processes related to each of the activities needed to achieve respective required results.
Any task that may be assigned from time to time.
Diploma or Degree in Engineering in related fields (Mechatronics, Electric Hardware Systems, Computer Science or Equivalent.)
Expertise in one of the disciplinary skills (Electrics, Software, Vision).
Experienced in multi-disciplinary of Mechanics, Electrics, Software, Vision.
Sharp problem-solving skills, innovate and flexible.
Hardworking and able to handle few projects at a time, under high pressure.
Willing to work extra hours and support on weekends (if needed).
Minimum of three years’ experience in an automation/equipment Development with handlers in Service and/or Manufacturing environment.
Experienced in onsite environment under pressure.
Creative, Innovative, and out of the box problem solving.
Good statistical and technical writing abilities.
Proficient in spoken and written English (other additional languages is a plus.)
Effective verbal and written communication skills (able to clearly convey information).
Understanding of PDCA, and risk assessment (FMEA).
Strong commitment to learn and continuous improvement.
Diplomatic, patience and good listening skills.
Ability to adapt on different environments and willing to travel for about >50% of the time to customers (local/overseas)
What's your expected monthly basic salary?
How many years' experience do you have as a Technical Support Specialist?",Melaka Tengah,Engineering,Mechanical Engineering,Full time,
241,72925456,Senior IT Executive,Kossan Paint (M) Sdn Bhd,"Maintain, troubleshooting and daily user support for Microsoft Dynamic AX application.
Work closely with Microsoft Dynamic AX Vendor to report issue and testing on fixes provided by vendor.
Network administration and supports to ensure smooth operation of LAN, WAN, servers, routers, gateways and related computer peripherals.
Provide dashboard report for management, marketing and sales team.
Support, troubleshoot and resolve IT problems on IT infrastructure, Server system and any issue encountered by users with network, PC user, system, applications and other service required.
Maintain and support email server
Provide in house user training if there are any new features for Microsoft Dynamic AX
Establish and review computer operation and procedures.
Perform computer operations such as access control, data backup, security patches, anti-virus, system upgrade etc. in accordance to the standard operating procedures
Candidate must possess at least a Bachelor's Degree, Post Graduate Diploma, Professional Degree, Computer Science/Information Technology, or equivalent.
Possess working experience on any ERP/Invoicing/accounting application.
Have basic programming skill
General knowledge and operation of Microsoft Dynamic AX & WordPress websites would be an advantage
Experience of network, email and collaboration system operations, administration and management as well as security management such as firewall, Anti-virus and anti-spam etc.
Must be self-motivated with the ability to work independently and in a team environment.
How many years' experience do you have as an Assistant Information Technology Manager?",Klang/Port Klang,Information & Communication Technology,Management,Full time,
242,72881210,Senior System Engineer,Private Advertiser,"Responsible for software and hardware installation, debugging, maintenance and management.
Responsible for the operation and maintenance of Windows/Linux server
Responsible for the operation, maintenance, management and backup of SQL server and MySQL databases 
Collect and analyze the internal information of the server.
Responsible for virus protection and network security management of the system 
Responsible for the company's network optimization and maintenance
Provide guidance and training to other engineers to improve team technical skills.
Bachelor Degree in Computer Science, Information Technology Working experience in AD framework is preferred.
At least 3 years of working experience in the related field 
Working experience in database, operating system, network, security, and others related knowledge.
Working experience in SCCM system is preferred. 
O365 operation and maintenance experience, or mail gateway operation and maintenance experience is preferred. 
Cloud platform maintenance experience is preferred. 
Product experience with SDWAN, Fortinet firewall, Sangfor AC, H3C switch is preferred. ",Johor,Information & Communication Technology,Networks & Systems Administration,Full time,
243,72905892,System Support Engineer,RAPTOR MALAYSIA SDN.BHD,"KWSP
SOCSO/EIS
Medical claim included
Annual and medical leave shall be in accordance with the prevailing Labour Law
Special leaves: Birthday Leaves, Personal Flexible Leave
Transportation Allowance
Phone Allowance
Group and Individual sales incentive
At least 1 Year(s) of working experience in the related field
SPM/Diploma/Degree or higher academic qualifications in any relevant fields.
Fresh Graduated are welcome to apply
Fluent in Bahasa Malaysia and English.
Problems solving and hands-on troubleshooting skill
Independent with persuasive interpersonal skills and results-driven.
Computer literate and numerate.
Knowledge in computer hardware software and networking knowledge
Basic knowledge of SQL
Target oriented and ability to work under pressure to meet targets.
Good written and verbal communication skills.
Good attitude and responsible character.
Information and communications technology user support technicians provide technical assistance to users, either directly or by telephone, email or other electronic means, including diagnosing and resolving issues and problems with software, hardware, computer peripheral equipment, networks, databases and the Internet, and providing guidance and support in the deployment, installation and maintenance of systems.
Tasks include –
Answering user inquiries regarding software or hardware operation to resolve problems;
Entering commands and observing system functioning to verify correct operations and detect errors;
Installing and performing minor repairs to hardware, software or peripheral equipment, following design or installation specifications;
Overseeing the daily performance of communications and computer systems;
Setting up equipment for employee use and performing or ensuring proper installation of cables, operating systems or appropriate software;
Maintaining records of daily data communication transactions, problems and remedial actions taken, or installation activities;
Emulating or reproducing technical problems encountered by users;
Consulting user guides, technical manuals and other documents to research and implement solutions;
Assisting applications programmers, systems developers and other ICT professionals to develop and test ICT products and services.
How many years' experience do you have as a Systems Support Engineer?
What's your expected monthly basic salary?
Which of the following Microsoft Office products are you experienced with?
How many years' experience do you have in an application support function?
How would you rate your Mandarin language skills?
How many years' experience do you have using SQL queries?
Do you have experience in a role which requires relationship management experience?
Do you have customer service experience?",Kuala Lumpur,Information & Communication Technology,Management,Full time,
244,72748280,Core Network Engineer (Fresh Graduates),ZTE (MALAYSIA) CORPORATION SDN. BHD. 中兴通讯马来西亚,,Kuala Lumpur,Engineering,Electrical/Electronic Engineering,Full time,"MYR 3,500 - 4,500"
245,72929884,SOC Assistant Manager,SysArmy Sdn Bhd,"Which of the following statements best describes your right to work in Malaysia?
What's your expected monthly basic salary?
How would you rate your English language skills?
How much notice are you required to give your current employer?
How many years' experience do you have as a Cyber Security Operations Lead?",Kuala Lumpur,Information & Communication Technology,Security,Full time,"RM 8,500 – RM 11,000 per month"
246,72808410,"Sr Exec, IT Infrastructure Engineer",Agensi Pekerjaan Hays (Malaysia) Sdn Bhd,"Responsible for managing the IT infrastructure of the company, which consists of providing support to hardware, servers, network, and telephony systems.
Troubleshoot and provide 1st level support for hardware such as laptops, desktops, printers, servers, network, firewall, backup, telephony systems, including software such as application utility/productivity tools for the company.
Perform system patches and upgrade as needed for the different hardware and software, including servers' operating systems (OS) and tools.
Manage incoming tickets and ensure they are prioritized, assigned, tracked, and completed according to Service Level Agreement (SLA) and KPI.
A degree or equivalent experience in IT-related field
3+ years of IT infrastructure support experience
Hardware, software, network, and telephony systems expertise
Communication, problem-solving, and customer service skills
A chance to work with a talented and passionate team
A learning opportunity to explore new technologies and skills
A supportive and inclusive work culture that values diversity, innovation, and collaboration",Kuala Lumpur,Information & Communication Technology,Management,Full time,
247,72714203,Network Engineer,AERUMA GROUP SDN BHD,"Manage to install, configuration, maintain and support customer on network router, switches, firewall, wireless, voice and other network appliances related.
Provide level-1/2 of troubleshooting of all network related incidents.
Troubleshoot and resolve problems whenever possible
Provide support for device RMA process
Manage Ticketing system.
Responsible for first level or second level escalation of any deployment issues and problem.
Identify and analyze hardware, software and network-related problems.
Perform scheduled preventative maintenance & generate report upon the completion of the task.
Update and maintain IT documentation, report status and escalate issues to management.
Provide support to maintain and meet all customer service level agreements (SLA).
Performs all other task/responsibilities that may be assign by senior/department manager from time to time.
Candidate must possess at least a Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Computer Science/Information Technology, Engineering (Computer/Telecommunication), Engineering (Electrical/Electronic) or equivalent.
Fresh graduates are encouraged to apply.
Required skill(s): Cisco Routers, LAN, MS Exchange, WAN.
At least 1 year(s) of working experience in the related field is required for this position.
Preferably Junior Executives specializing in IT/ Computer - Network/ System/ Database Admin or equivalent.
Training will be provided.
Possess driving license and a transport.
Nearby public transport
Central location
Free snacks 
Medical insurance
Personal leave
Open culture
Personal development opportunities
Bonus",Kuala Lumpur,Information & Communication Technology,Engineering - Network,Full time,"RM 4,500 – RM 6,500 per month"
248,72687655,Network Engineer (SG Support),iFAST Capital Sdn Bhd,"Support Daily Network/Firewall Administration Issues.
Ensure Network availability and performance.
Network devices firmware upgrade and patching.
Network security and hardening.
Maintain System/License inventory list and warranty.
Administer office support ticket and ad-hoc deployment.
Able to take on additional tasks or responsibilities when required.
Diploma or Bachelor's Degree in IT.
1 to 2 years of working experience in Network and Firewall Administration.
Familiar with basic network switching.
Familiar with basic Unix/Linux command..
Familiar with Cisco and Juniper switches devices/CLI.
Good to have Firewall/Load Balancer knowledge.
Any CCNA/CCNP and JNCIA/JNCIP certification is a plus.
Strong communication and soft skills.
Strong self-study and research skills.
Adaptive to different situations; attentive and proactive to issues; team-oriented person.
Fun: Game room with PS4, FIFA19 and Foosball at all time.
Snacks & Beverages: Vending machines with various snacks and drinks for you to choose. Coffee machine with fresh brew Expresso, Americano, Latte and many more at your choice. Weekly Fruits Day and Monthly Ice-cream day too!
Yearly activities: Movie Day, Outdoor activities, Celebration during festive seasons and many more!
Investment: 0% sales charge* if you invest through our platform.
Remuneration package: Competitive Salary (way above market rate if you the right potential!)
Coverage: Insurance and medical coverage
Allowances: Monthly sports allowance, Yearly department gathering and welcome dinner for new staffs.
Annual Leaves: 21 days
Continuous learning and development.
Overseas career advancement.
Qualifications
Skills
Working Experience
Expected Salary",Kuala Lumpur,Information & Communication Technology,Networks & Systems Administration,Full time,
249,72665760,NETWORK ENGINEER,iCloud Systems Sdn Bhd,"Provide on-site Technical Product support or installation service to customer.
Provides Level 1 and Level 2 onsite technical support to troubleshoot and resolve hardware and software issues at customers’ premises.
Proactively and effectively communicates status, plan-of-action, and resolution of issues.
Provides customers and partners with a consistently high-quality support experience.
Effectively manages case escalations to vendor tier 3 support/technical centre while maintaining customer communication.
Manages multiple cases and prioritizes based upon customer and business needs.
Troubleshooting, diagnosing, and resolving hardware, software, and other network problems.
Install hardware and software configurations, provide technical consultation and installation assistance to on-site personnel or contractor.
Provide technical product training and basic user functionality training to customer base when required. 
Managing assigned projects and program components to deliver services in accordance with established objectives.
Provides Level 1 and Level 2 onsite technical support to troubleshoot and resolve hardware and software issues at customers’ premises.
Proactively and effectively communicates status, plan-of-action, and resolution of issues.
Provides customers and partners with a consistently high-quality support experience.
Effectively manages case escalations to vendor tier 3 support/technical centre while maintaining customer communication.
Manages multiple cases and prioritizes based upon customer and business needs.
Troubleshooting, diagnosing, and resolving hardware, software, and other network problems.
Hands on technical experience with good on LAN/WAN operations, Network protocols, UNIX or Linux OS, and/or networking hardware required.
Intermediate understanding of TCP/IP protocols and the OSI model
Intermediate knowledge on LANs and WANs technology, including: 
Highly available, redundant networks, 
VLAN – setup and implementation.
Firewalls
Voice over IP network design and implementation,
QoS,
routing protocols, 
Proficient with Windows OS, Microsoft Networking, Active Directory.
Sound knowledge of DHCP, DNS protocol/BIND
Able to work with moderate supervision.
Good time management skills
Ability to quickly learn new or unfamiliar technology and products using documentation and internet resources.
Proven Track record in term environment
Analytical thinker with strong attention to detail
Must be able to read, write and speak English fluently, including technical concepts and terminology. Multiple language skills a plus.
Must be able to relay technical information to customers with varying skill level.
Strong organizational skills and ability to multi-task in a small business environment
Fresh Graduate with bachelor's degree (BA/BS) in Network/Electronic/electrical engineering, computer science or equivalent are encouraged to apply.
Preferred candidate with 2-3 years’ experience in a field/technical support role, working with relevant technologies.
Cisco CCNA/CCNP or equivalent professional certifications are highly desired.
Other industry certification such as, Fortinet NSE4/5/6, CompTIA security+, CISSP are desired.",Petaling,Information & Communication Technology,Engineering - Network,Full time,
250,72840821,IT Support & Development Specialist,ASPRI ASSOCIATES,"Provide comprehensive technical assistance for various devices including desktops, laptops, printers, and servers.
Diagnose and resolve complex issues related to hardware, software, operating systems, and networks.
Efficiently install, configure, and deploy hardware, software, and network resources to end-users.
Manage IT hardware and software inventory.
Oversee and update company websites.
Manage domain names and web hosting subscriptions.
Regularly update IT-related documentation.
Contribute to the creation and enhancement of in-house web applications.
Provide flexible and responsive ad-hoc IT support as directed by the Head of Department or supervisor.
Minimum of 2 years in network, software, and hardware support.
Minimum of 2 years in software development.
Proficient in Microsoft Windows, Microsoft Office, WordPress, HTML.
Skilled in networking (LAN/WAN) configurations, troubleshooting, and administration.
Working experience in web application development using PHP, C#, JavaScript, Laravel, Blazor, NextJs.
Ability to work independently with a result-oriented and positive attitude.
Excellent verbal and written communication skills in English.
Which of the following statements best describes your right to work in Malaysia?
What's your expected monthly basic salary?
How many years' experience do you have as a Development Specialist?",Kuala Lumpur,Information & Communication Technology,Help Desk & IT Support,Full time,"RM 4,000 – RM 6,000 per month"
